"2022-10-08 04:09:08am "," update "," UPDATE category SET `child_category` = '61,62,63' WHERE 1=1  and category_id = '59' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/60"
"2022-10-08 04:13:48am "," update "," UPDATE product_details SET `image` = '71ZNyHI8DGL._SX522._SX._UX._SY._UY_.jpg|81lMlzL6oaL._SX522._SX._UX._SY._UY_.jpg|81U7oUSUhJL._SX522._SX._UX._SY._UY_.jpg|81xMej+Yg1L._SX522._SX._UX._SY._UY_.jpg|91ePds0EXrL._SX522._SX._UX._SY._UY_ (1).jpg|819fwBHyTDL._SX522._SX._UX._SY._UY_.jpg' WHERE 1=1  and product_id = '5' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/5"
"2022-10-08 04:13:59am "," update "," UPDATE product_details SET `product_name` = 'Dennis Lingo Men Shirt', `product_code` = 'B0B7RKFPH1', `short_code` = 'dennis-lingo-men-shirt', `short_description` = 'Dennis Lingo Men Shirt', `description` = '<ul><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Care Instructions: Machine Wash</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Fit Type: Slim Fit</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Fabric - 100% Premium Cotton, Pre-Washed for extremely soft finish and Guaranteed 0% Shrinkage Post Washing</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Style - Enhance your look by wearing this Casual Stylish Men's shirt, Team it with a pair of tapered denims Or Solid Chinos and Loafers for a fun Smart Casual look</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Fit Type - Modern Slim Fit. Size chart - S-38, M-40, L-42, XL-44, XXL-46. Please Check the Size chart before Ordering for the Perfect Fit</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">About the Brand DENNIS LINGO - Finding Basic Menswear for daily use can be hard among todays Over priced Fast fashion world, where trends change daily. That’s why we started Dennis Lingo, to create a one stop shop for premium essential clothing for everyday use at lowest prices and bring Basics back in trend.</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Closure Type: Button; Collar Style: Spread</span></li></ul>', `brand_id` = '21', `category_id` = '61', `child_category` = '68', `vendor_id` = '1', `unit_price` = '1849', `mrp_price` = 2071, `discount` = '67', `net_price` = 683, `tax` = '12', `qty` = '', `gst_amt` = 221.88, `discount_amt` = '67'_amt, `cover_img` = 'cover_image.jpg', `stock` = '100', `is_new_product` = 1, `is_popular_product` = 0, `is_feature_product` = 0, `meta_title` = '', `meta_keyword` = '', `meta_description` = '', `modified_by` = '1', `modified` = '2022-10-08 04:13:59', `warranty_title` = '', `warranty_detail` = '', `is_active` = 1 WHERE 1=1  and product_id = '6' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/6"
"2022-10-08 04:13:59am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('6', 1, '1,2,3,4', '2022-10-08 04:13:59') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/6"
"2022-10-08 04:13:59am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('6', 2, '10', '2022-10-08 04:13:59') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/6"
"2022-10-08 04:13:59am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('6', 5, '50', '2022-10-08 04:13:59') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/6"
"2022-10-08 04:13:59am "," update "," UPDATE product_details SET `image` = '51fINxhUNwL._SY679._SX._UX._SY._UY_.jpg|51smAeTCuFL._SX679._SX._UX._SY._UY_.jpg|51Usps+YB1L._SY679._SX._UX._SY._UY_.jpg|61hZHfF+N-L._SY679._SX._UX._SY._UY_.jpg' WHERE 1=1  and product_id = '6' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/6"
"2022-10-08 04:18:08am "," update "," UPDATE product_details SET `product_name` = 'Allen Solly Yellow Womens Regular fit T-Shirt', `product_code` = 'Product-03', `short_code` = 'allen-solly-yellow-womens-regular-fit-t-shirt', `short_description` = 'Allen Solly Women's Regular fit T-Shirt', `description` = '<ul><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Care Instructions: Machine Wash</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Fit Type: regular fit</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Occasion : Casual</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Fit : Regular Fit</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Material : 95% Cotton and 5% Elastane</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Neck : Polo Neck</span></li><li style=""box-sizing: border-box; list-style: disc; overflow-wrap: break-word; margin: 0px;""><span style=""box-sizing: border-box; color: rgb(15, 17, 17); overflow-wrap: break-word; display: block;"">Pattern : Textured</span></li></ul>', `brand_id` = '12', `category_id` = '60', `child_category` = '64', `vendor_id` = '1', `unit_price` = '1099', `mrp_price` = 1231, `discount` = '50', `net_price` = 616, `tax` = '12', `qty` = '', `gst_amt` = 131.88, `discount_amt` = '50'_amt, `cover_img` = 'cover_image.jpg', `stock` = '100', `is_new_product` = 1, `is_popular_product` = 0, `is_feature_product` = 0, `meta_title` = 'Regular fit T-Shirt', `meta_keyword` = 'Regular fit T-Shirt', `meta_description` = 'Regular fit T-Shirt', `modified_by` = '1', `modified` = '2022-10-08 04:18:08', `warranty_title` = '', `warranty_detail` = '', `is_active` = 1 WHERE 1=1  and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/4"
"2022-10-08 04:18:08am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('4', 1, '1,2,3,4', '2022-10-08 04:18:08') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/4"
"2022-10-08 04:18:08am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('4', 2, '7', '2022-10-08 04:18:08') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/4"
"2022-10-08 04:18:08am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('4', 4, '35', '2022-10-08 04:18:08') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/4"
"2022-10-08 04:18:08am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('4', 5, '51', '2022-10-08 04:18:08') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/4"
"2022-10-08 04:18:08am "," update "," UPDATE product_details SET `image` = '81ba9TOk4mL._SX522._SX._UX._SY._UY_.jpg|81duyv-ifNL._SX522._SX._UX._SY._UY_.jpg|81pl8fnsE5L._SX522._SX._UX._SY._UY_.jpg|91EiZlO4hCL._SX522._SX._UX._SY._UY_.jpg|91MfCWLBI8L._SX522._SX._UX._SY._UY_.jpg' WHERE 1=1  and product_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/4"
"2022-10-08 04:20:59am "," update "," UPDATE category SET `child_category` = '65,66' WHERE 1=1  and category_id = '60' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/64"
"2022-10-08 04:20:59am "," update "," UPDATE category SET `category_name` = 'Western Wear', `short_code` = 'western-wear', `parent_category_id` = '60', `hierarchy` = '60,64', `element_id` = '', `description` = 'Western Wear for women', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:20:59', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '64' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/64"
"2022-10-08 04:20:59am "," update "," UPDATE category SET `child_category` = '65,66,64' WHERE 1=1  and category_id = '60' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/64"
"2022-10-08 04:21:20am "," update "," UPDATE category SET `child_category` = '66,64' WHERE 1=1  and category_id = '60' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/65"
"2022-10-08 04:21:20am "," update "," UPDATE category SET `category_name` = 'Ethnic Wear', `short_code` = 'ethnic-wear', `parent_category_id` = '60', `hierarchy` = '60,65', `element_id` = '', `description` = 'Ethnic Wear', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:21:20', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '65' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/65"
"2022-10-08 04:21:20am "," update "," UPDATE category SET `child_category` = '66,64,65' WHERE 1=1  and category_id = '60' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/65"
"2022-10-08 04:21:25am "," update "," UPDATE category SET `child_category` = '64,65' WHERE 1=1  and category_id = '60' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/66"
"2022-10-08 04:21:25am "," update "," UPDATE category SET `category_name` = 'Sportswear', `short_code` = 'sportswear', `parent_category_id` = '60', `hierarchy` = '60,66', `element_id` = '', `description` = 'Sportswear for women', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:21:25', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '66' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/66"
"2022-10-08 04:21:25am "," update "," UPDATE category SET `child_category` = '64,65,66' WHERE 1=1  and category_id = '60' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/66"
"2022-10-08 04:21:31am "," update "," UPDATE category SET `child_category` = '68,69,70,71' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/67"
"2022-10-08 04:21:31am "," update "," UPDATE category SET `category_name` = 'T-Shirts & Polos', `short_code` = 't-shirts-&-polos', `parent_category_id` = '61', `hierarchy` = '61,67', `element_id` = '', `description` = 'T-Shirts & Polos for Mens', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:21:31', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '67' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/67"
"2022-10-08 04:21:31am "," update "," UPDATE category SET `child_category` = '68,69,70,71,67' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/67"
"2022-10-08 04:21:35am "," update "," UPDATE category SET `child_category` = '69,70,71,67' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/68"
"2022-10-08 04:21:35am "," update "," UPDATE category SET `category_name` = 'Shirts', `short_code` = 'shirts', `parent_category_id` = '61', `hierarchy` = '61,68', `element_id` = '', `description` = 'Shirts for Mens', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:21:35', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '68' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/68"
"2022-10-08 04:21:35am "," update "," UPDATE category SET `child_category` = '69,70,71,67,68' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/68"
"2022-10-08 04:21:49am "," update "," UPDATE category SET `child_category` = '72,73' WHERE 1=1  and category_id = '62' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/74"
"2022-10-08 04:21:49am "," update "," UPDATE category SET `category_name` = 'Winter Wear', `short_code` = 'winter-wear', `parent_category_id` = '62', `hierarchy` = '62,74', `element_id` = '', `description` = 'Winter Wear', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:21:49', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '74' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/74"
"2022-10-08 04:21:50am "," update "," UPDATE category SET `child_category` = '72,73,74' WHERE 1=1  and category_id = '62' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/74"
"2022-10-08 04:21:55am "," update "," UPDATE category SET `child_category` = '72,74' WHERE 1=1  and category_id = '62' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/73"
"2022-10-08 04:21:55am "," update "," UPDATE category SET `category_name` = 'Bottom Wear', `short_code` = 'bottom-wear', `parent_category_id` = '62', `hierarchy` = '62,73', `element_id` = '', `description` = 'Bottom Wear for Kids', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:21:55', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '73' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/73"
"2022-10-08 04:21:55am "," update "," UPDATE category SET `child_category` = '72,74,73' WHERE 1=1  and category_id = '62' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/73"
"2022-10-08 04:22:00am "," update "," UPDATE category SET `child_category` = '74,73' WHERE 1=1  and category_id = '62' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/72"
"2022-10-08 04:22:00am "," update "," UPDATE category SET `category_name` = 'Tops & Tees', `short_code` = 'tops-&-tees', `parent_category_id` = '62', `hierarchy` = '62,72', `element_id` = '', `description` = 'Tops & Tees', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:22:00', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '72' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/72"
"2022-10-08 04:22:00am "," update "," UPDATE category SET `child_category` = '74,73,72' WHERE 1=1  and category_id = '62' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/72"
"2022-10-08 04:22:05am "," update "," UPDATE category SET `child_category` = '69,70,67,68' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/71"
"2022-10-08 04:22:05am "," update "," UPDATE category SET `category_name` = 'Winter Wear', `short_code` = 'winter-wear', `parent_category_id` = '61', `hierarchy` = '61,71', `element_id` = '', `description` = 'Winter Wear for Men', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:22:05', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '71' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/71"
"2022-10-08 04:22:05am "," update "," UPDATE category SET `child_category` = '69,70,67,68,71' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/71"
"2022-10-08 04:22:11am "," update "," UPDATE category SET `child_category` = '69,67,68,71' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/70"
"2022-10-08 04:22:11am "," update "," UPDATE category SET `category_name` = 'Sportswear', `short_code` = 'sportswear', `parent_category_id` = '61', `hierarchy` = '61,70', `element_id` = '', `description` = 'Sportswear for Mens', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:22:11', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '70' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/70"
"2022-10-08 04:22:11am "," update "," UPDATE category SET `child_category` = '69,67,68,71,70' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/70"
"2022-10-08 04:22:16am "," update "," UPDATE category SET `child_category` = '67,68,71,70' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/69"
"2022-10-08 04:22:16am "," update "," UPDATE category SET `category_name` = 'Jeans', `short_code` = 'jeans', `parent_category_id` = '61', `hierarchy` = '61,69', `element_id` = '', `description` = 'Jeans for Men', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:22:16', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/69"
"2022-10-08 04:22:16am "," update "," UPDATE category SET `child_category` = '67,68,71,70,69' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/69"
"2022-10-08 04:25:40am "," update "," UPDATE category SET `child_category` = '68,71,70,69' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/67"
"2022-10-08 04:25:40am "," update "," UPDATE category SET `category_name` = 'T-Shirts & Polos', `short_code` = 't-shirts--polos', `parent_category_id` = '61', `hierarchy` = '61,67', `element_id` = '', `description` = 'T-Shirts & Polos for Mens', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:25:40', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '67' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/67"
"2022-10-08 04:25:40am "," update "," UPDATE category SET `child_category` = '68,71,70,69,67' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/67"
"2022-10-08 04:28:15am "," update "," UPDATE category SET `child_category` = '68,71,70,69' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/67"
"2022-10-08 04:28:15am "," update "," UPDATE category SET `category_name` = 'T-Shirts & Polos', `short_code` = 't-shirts--polos', `parent_category_id` = '61', `hierarchy` = '61,67', `element_id` = '', `description` = 'T-Shirts & Polos for Mens', `category_image` = '', `modified_by` = '1', `modified` = '2022-10-08 04:28:15', `return_or_replace` = '', `return_replace_validity` = '0', `policy_covers` = '', `return_policy` = '', `is_active` = 1 WHERE 1=1  and category_id = '67' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/67"
"2022-10-08 04:28:15am "," update "," UPDATE category SET `child_category` = '68,71,70,69,67' WHERE 1=1  and category_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/submit-category "," R: http://localhost/MultiVendor/edit-category/67"
