"2022-11-29 21:16:38pm "," update "," UPDATE vendor SET `last_login` = '2022-11-29 21:16:38' WHERE 1=1  and vendor_id = '1' "," ::1 "," URL: http://localhost/MultiVendor/login-check "," R: http://localhost/MultiVendor/admin"
"2022-11-29 21:42:04pm "," update "," UPDATE product_details SET `view_count` = 5 WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:43:11pm "," update "," UPDATE product_details SET `view_count` = 6 WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:44:07pm "," insert "," INSERT INTO parent_product_listing(`vendor_id`, `parent_name`, `variant_code`, `is_active`) VALUES('1', 'Men Printed Straight Kurta-Jompers', 'nyeQrp', 1) "," ::1 "," URL: http://localhost/MultiVendor/submit-parent-product "," R: http://localhost/MultiVendor/add-parent-product"
"2022-11-29 21:44:23pm "," update "," UPDATE product_details SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:44:23pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:44:31pm "," update "," UPDATE product_details SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '70' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:44:31pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '70' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:44:43pm "," update "," UPDATE product_details SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '71' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:44:43pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '71' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:44:48pm "," update "," UPDATE product_details SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '72' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:44:48pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '72' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:44:53pm "," update "," UPDATE product_details SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '73' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:44:53pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '73' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:44:56pm "," update "," UPDATE product_details SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '74' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:44:57pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '74' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:45:01pm "," update "," UPDATE product_details SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '75' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:45:01pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'nyeQrp', `parent_product_id` = '7' WHERE 1=1  and product_id = '75' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/7"
"2022-11-29 21:45:46pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '66' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-white-solid-kurta-with-churidar-s-green-vnky8c75-66 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:45:57pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '58' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-off-white-slim-fit-trousers-cream-30-vne98q7y-58 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:46:03pm "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '48' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:46:18pm "," update "," UPDATE product_details SET `view_count` = 7 WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:46:24pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '70' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-l-yellow-vnky8c75-70 "," R: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69"
"2022-11-29 21:46:27pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '71' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-xl-yellow-vnky8c75-71 "," R: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-l-yellow-vnky8c75-70"
"2022-11-29 21:46:29pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '75' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-xxl-green-vnky8c75-75 "," R: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-xl-yellow-vnky8c75-71"
"2022-11-29 21:46:32pm "," update "," UPDATE product_details SET `view_count` = 8 WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69 "," R: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-xxl-green-vnky8c75-75"
"2022-11-29 21:46:37pm "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '75' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-xxl-green-vnky8c75-75 "," R: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69"
"2022-11-29 21:46:44pm "," update "," UPDATE product_details SET `view_count` = 9 WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69 "," R: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-xxl-green-vnky8c75-75"
"2022-11-29 21:46:48pm "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '70' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-l-yellow-vnky8c75-70 "," R: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69"
"2022-11-29 21:46:51pm "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '71' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-xl-yellow-vnky8c75-71 "," R: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-l-yellow-vnky8c75-70"
"2022-11-29 21:46:53pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '72' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-m-green-vnky8c75-72 "," R: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-xl-yellow-vnky8c75-71"
"2022-11-29 21:47:03pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '74' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-xl-green-vnky8c75-74 "," R: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-m-green-vnky8c75-72"
"2022-11-29 21:47:05pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '73' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-l-green-vnky8c75-73 "," R: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-xl-green-vnky8c75-74"
"2022-11-29 21:47:07pm "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '72' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-m-green-vnky8c75-72 "," R: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-l-green-vnky8c75-73"
"2022-11-29 21:47:09pm "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '73' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-l-green-vnky8c75-73 "," R: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-m-green-vnky8c75-72"
"2022-11-29 21:47:11pm "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '74' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-xl-green-vnky8c75-74 "," R: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-l-green-vnky8c75-73"
"2022-11-29 21:47:14pm "," update "," UPDATE product_details SET `view_count` = 3 WHERE 1=1  and product_id = '71' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-xl-yellow-vnky8c75-71 "," R: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-xl-green-vnky8c75-74"
"2022-11-29 21:47:17pm "," update "," UPDATE product_details SET `view_count` = 3 WHERE 1=1  and product_id = '75' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-xxl-green-vnky8c75-75 "," R: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-xl-yellow-vnky8c75-71"
"2022-11-29 21:47:21pm "," update "," UPDATE product_details SET `view_count` = 10 WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69 "," R: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-xxl-green-vnky8c75-75"
"2022-11-29 21:47:24pm "," update "," UPDATE product_details SET `view_count` = 4 WHERE 1=1  and product_id = '75' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-xxl-green-vnky8c75-75 "," R: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69"
"2022-11-29 21:47:27pm "," update "," UPDATE product_details SET `view_count` = 11 WHERE 1=1  and product_id = '69' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69 "," R: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-xxl-green-vnky8c75-75"
"2022-11-29 21:47:30pm "," update "," UPDATE product_details SET `view_count` = 3 WHERE 1=1  and product_id = '70' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-l-yellow-vnky8c75-70 "," R: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-m-yellow-vnky8c75-69"
"2022-11-29 21:47:32pm "," update "," UPDATE product_details SET `view_count` = 4 WHERE 1=1  and product_id = '71' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-xl-yellow-vnky8c75-71 "," R: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-l-yellow-vnky8c75-70"
"2022-11-29 21:47:47pm "," update "," UPDATE product_details SET `view_count` = 3 WHERE 1=1  and product_id = '72' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-printed-straight-kurta-m-green-vnky8c75-72 "," R: http://localhost/MultiVendor/product-detail/men-yellow-printed-straight-kurta-xl-yellow-vnky8c75-71"
"2022-11-29 21:50:36pm "," update "," UPDATE product_details SET `view_count` = 2 WHERE 1=1  and product_id = '66' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-green-white-solid-kurta-with-churidar-s-green-vnky8c75-66 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:50:43pm "," insert "," INSERT INTO parent_product_listing(`vendor_id`, `parent_name`, `variant_code`, `is_active`) VALUES('1', 'Men Solid Kurta with Churidar -KISAH', 'LlmCGS', 1) "," ::1 "," URL: http://localhost/MultiVendor/submit-parent-product "," R: http://localhost/MultiVendor/add-parent-product"
"2022-11-29 21:50:46pm "," update "," UPDATE product_details SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:50:46pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '61' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:50:48pm "," update "," UPDATE product_details SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '63' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:50:48pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '63' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:50:51pm "," update "," UPDATE product_details SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '62' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:50:51pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '62' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:50:57pm "," update "," UPDATE product_details SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '65' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:50:57pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '65' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:50:59pm "," update "," UPDATE product_details SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '66' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:50:59pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '66' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:51:01pm "," update "," UPDATE product_details SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '67' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:51:01pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '67' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:51:03pm "," update "," UPDATE product_details SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '68' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:51:03pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'LlmCGS', `parent_product_id` = '8' WHERE 1=1  and product_id = '68' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/8"
"2022-11-29 21:52:55pm "," update "," UPDATE vendor SET `last_login` = '2022-11-29 21:52:55' WHERE 1=1  and vendor_id = '2' "," ::1 "," URL: http://localhost/MultiVendor/login-check "," R: http://localhost/MultiVendor/admin"
"2022-11-29 21:53:22pm "," update "," UPDATE product_details SET `view_count` = 1 WHERE 1=1  and product_id = '32' "," ::1 "," URL: http://localhost/MultiVendor/product-detail/men-grey-solid-slim-fit-cotton-casual-shirt-s-lightgrey-vne98q7y-32 "," R: http://localhost/MultiVendor/shop"
"2022-11-29 21:53:32pm "," update "," UPDATE parent_product_listing SET `parent_name` = 'Men Slim Fit Casual Shirt-Dennis Lingo' WHERE 1=1  and parent_product_listing_id = '4' "," ::1 "," URL: http://localhost/MultiVendor/submit-parent-product "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:45pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '28' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:45pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '28' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:47pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '29' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:47pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '29' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:49pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '30' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:49pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '30' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:50pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '31' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:50pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '31' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:54pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '32' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:54pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '32' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:56pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '33' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:56pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '33' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:58pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '34' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:58pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '34' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:59pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '35' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:53:59pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '35' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:04pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '36' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:04pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '36' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:06pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '37' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:06pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '37' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:08pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '38' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:08pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '38' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:14pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '39' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:14pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '39' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:16pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '40' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:16pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '40' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:17pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '41' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:17pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '41' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:18pm "," update "," UPDATE product_details SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '42' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
"2022-11-29 21:54:18pm "," update "," UPDATE product_elements_attributes SET `variant_code` = 'xk1Tvt', `parent_product_id` = '4' WHERE 1=1  and product_id = '42' "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/addVariantToProduct "," R: http://localhost/MultiVendor/edit-parent-product/4"
