"2022-11-29 01:45:18am "," insert "," INSERT INTO attributes(`attributes_name`, `created_by`, `created`) VALUES('32', '1', '2022-11-29 01:45:18') "," ::1 "," URL: http://localhost/MultiVendor/submit-attributes "," R: http://localhost/MultiVendor/add-attributes"
"2022-11-29 01:54:08am "," insert "," INSERT INTO product_details(`product_name`, `product_code`, `short_code`, `short_description`, `description`, `vendor_id`, `brand_id`, `category_id`, `child_category`, `qty`, `element_id`, `attributes_id`, `unit_price`, `mrp_price`, `discount`, `discount_amt`, `net_price`, `tax`, `tag`, `gst_amt`, `image`, `cover_img`, `is_new_product`, `is_popular_product`, `is_feature_product`, `meta_title`, `meta_description`, `meta_keyword`, `warranty_title`, `warranty_detail`, `created_by`, `created`, `is_active`, `stock`) VALUES('Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans - (Duplicate)', 'JEANS 02', 'men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48', 'Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans', '<div class=""row""><div class=""col-12 col-md-3""><h5><strong>Size &amp; Fit</strong></h5><ul><li style=""list-style-type: circle;"">Regular Fit</li></ul></div><div class=""col-12 col-md-3""><h5><strong>Fabric</strong></h5><ul><li style=""list-style-type: circle;"">Pure Cotton</li></ul></div><div class=""col-12 col-md-3""><h5><strong>Neck</strong></h5><ul><li style=""list-style-type: circle;"">Round Neck</li></ul></div><div class=""col-12 col-md-3""><h5><strong>Sleeve Styling</strong></h5><ul><li style=""list-style-type: circle;"">Regular Sleeves</li></ul></div></div>', '2', '30', '1', '13', '', NULL, NULL, '1200', '1344', '45', '45'_amt, '739', '12', NULL, '144', '1.webp|2.webp|3.webp', 'cover_image.webp', '1', '0', '0', '', '', '', '', '', '1', '2022-11-29', 0, '20') "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/duplicateRecords "," R: http://localhost/MultiVendor/all-product"
"2022-11-29 01:54:08am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('49', '2', '10', '2022-11-29 01:54:08') "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/duplicateRecords "," R: http://localhost/MultiVendor/all-product"
"2022-11-29 01:54:08am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('49', '6', '56', '2022-11-29 01:54:08') "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/duplicateRecords "," R: http://localhost/MultiVendor/all-product"
"2022-11-29 01:54:38am "," update "," UPDATE product_details SET `product_name` = 'Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans', `product_code` = 'JEANS 02', `short_code` = 'men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-32-vne98q7y-49', `short_description` = 'Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans', `description` = '<div class=""row""><div class=""col-12 col-md-3""><h5><strong>Size &amp; Fit</strong></h5><ul><li style=""list-style-type: circle;"">Regular Fit</li></ul></div><div class=""col-12 col-md-3""><h5><strong>Fabric</strong></h5><ul><li style=""list-style-type: circle;"">Pure Cotton</li></ul></div><div class=""col-12 col-md-3""><h5><strong>Neck</strong></h5><ul><li style=""list-style-type: circle;"">Round Neck</li></ul></div><div class=""col-12 col-md-3""><h5><strong>Sleeve Styling</strong></h5><ul><li style=""list-style-type: circle;"">Regular Sleeves</li></ul></div></div>', `brand_id` = '30', `category_id` = '1', `child_category` = '13', `vendor_id` = '2', `unit_price` = '1200', `mrp_price` = 1344, `discount` = '45', `net_price` = 739, `tax` = '12', `qty` = '', `gst_amt` = 144, `discount_amt` = '45'_amt, `cover_img` = 'cover_image.webp', `is_new_product` = 1, `is_popular_product` = 0, `is_feature_product` = 0, `meta_title` = '', `meta_keyword` = '', `meta_description` = '', `modified_by` = '1', `modified` = '2022-11-29 01:54:38', `warranty_title` = '', `warranty_detail` = '', `is_active` = 1 WHERE 1=1  and product_id = '49' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/49"
"2022-11-29 01:54:38am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('49', 2, '10', NULL, NULL, '2022-11-29 01:54:38') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/49"
"2022-11-29 01:54:38am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('49', 6, '151', NULL, NULL, '2022-11-29 01:54:38') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/49"
"2022-11-29 01:54:38am "," update "," UPDATE product_details SET `image` = '1.webp|2.webp|3.webp' WHERE 1=1  and product_id = '49' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/49"
"2022-11-29 01:54:46am "," insert "," INSERT INTO product_details(`product_name`, `product_code`, `short_code`, `short_description`, `description`, `vendor_id`, `brand_id`, `category_id`, `child_category`, `qty`, `element_id`, `attributes_id`, `unit_price`, `mrp_price`, `discount`, `discount_amt`, `net_price`, `tax`, `tag`, `gst_amt`, `image`, `cover_img`, `is_new_product`, `is_popular_product`, `is_feature_product`, `meta_title`, `meta_description`, `meta_keyword`, `warranty_title`, `warranty_detail`, `created_by`, `created`, `is_active`, `stock`) VALUES('Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans - (Duplicate)', 'JEANS 02', 'men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-30-vne98q7y-48', 'Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans', '<div class=""row""><div class=""col-12 col-md-3""><h5><strong>Size &amp; Fit</strong></h5><ul><li style=""list-style-type: circle;"">Regular Fit</li></ul></div><div class=""col-12 col-md-3""><h5><strong>Fabric</strong></h5><ul><li style=""list-style-type: circle;"">Pure Cotton</li></ul></div><div class=""col-12 col-md-3""><h5><strong>Neck</strong></h5><ul><li style=""list-style-type: circle;"">Round Neck</li></ul></div><div class=""col-12 col-md-3""><h5><strong>Sleeve Styling</strong></h5><ul><li style=""list-style-type: circle;"">Regular Sleeves</li></ul></div></div>', '2', '30', '1', '13', '', NULL, NULL, '1200', '1344', '45', '45'_amt, '739', '12', NULL, '144', '1.webp|2.webp|3.webp', 'cover_image.webp', '1', '0', '0', '', '', '', '', '', '1', '2022-11-29', 0, '20') "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/duplicateRecords "," R: http://localhost/MultiVendor/all-product"
"2022-11-29 01:54:46am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('50', '2', '10', '2022-11-29 01:54:46') "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/duplicateRecords "," R: http://localhost/MultiVendor/all-product"
"2022-11-29 01:54:46am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `created`) VALUES('50', '6', '56', '2022-11-29 01:54:46') "," ::1 "," URL: http://localhost/MultiVendor/Admin/Product/duplicateRecords "," R: http://localhost/MultiVendor/all-product"
"2022-11-29 01:55:04am "," update "," UPDATE product_details SET `product_name` = 'Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans', `product_code` = 'JEANS 02', `short_code` = 'men-black-slim-fit-mid-rise-clean-look-stretchable-jeans-black-34-vne98q7y-50', `short_description` = 'Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans', `description` = '<div class=""row""><div class=""col-12 col-md-3""><h5><strong>Size &amp; Fit</strong></h5><ul><li style=""list-style-type: circle;"">Regular Fit</li></ul></div><div class=""col-12 col-md-3""><h5><strong>Fabric</strong></h5><ul><li style=""list-style-type: circle;"">Pure Cotton</li></ul></div><div class=""col-12 col-md-3""><h5><strong>Neck</strong></h5><ul><li style=""list-style-type: circle;"">Round Neck</li></ul></div><div class=""col-12 col-md-3""><h5><strong>Sleeve Styling</strong></h5><ul><li style=""list-style-type: circle;"">Regular Sleeves</li></ul></div></div>', `brand_id` = '30', `category_id` = '1', `child_category` = '13', `vendor_id` = '2', `unit_price` = '1200', `mrp_price` = 1344, `discount` = '45', `net_price` = 739, `tax` = '12', `qty` = '', `gst_amt` = 144, `discount_amt` = '45'_amt, `cover_img` = 'cover_image.webp', `is_new_product` = 1, `is_popular_product` = 0, `is_feature_product` = 0, `meta_title` = '', `meta_keyword` = '', `meta_description` = '', `modified_by` = '1', `modified` = '2022-11-29 01:55:04', `warranty_title` = '', `warranty_detail` = '', `is_active` = 1 WHERE 1=1  and product_id = '50' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/50"
"2022-11-29 01:55:04am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('50', 2, '10', NULL, NULL, '2022-11-29 01:55:04') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/50"
"2022-11-29 01:55:04am "," insert "," INSERT INTO product_elements_attributes(`product_id`, `element_id`, `attributes_id`, `variant_code`, `parent_product_id`, `created`) VALUES('50', 6, '152', NULL, NULL, '2022-11-29 01:55:04') "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/50"
"2022-11-29 01:55:04am "," update "," UPDATE product_details SET `image` = '1.webp|2.webp|3.webp' WHERE 1=1  and product_id = '50' "," ::1 "," URL: http://localhost/MultiVendor/submit-product "," R: http://localhost/MultiVendor/edit-product/50"
